rule,premise,is_legendary,conclusion
R2070,generation-7/evolution-1/type1-rock/type2-nan/isTall-False,0,generation-7/evolution-1/type1-rock/type2-nan/isTall-False/is_legendary-0
R2071,generation-7/evolution-2/type1-rock/type2-nan/isTall-False,0,generation-7/evolution-2/type1-rock/type2-nan/isTall-False/is_legendary-0
R2072,generation-7/evolution-1/type1-poison/type2-water/isTall-False,0,generation-7/evolution-1/type1-poison/type2-water/isTall-False/is_legendary-0
R2073,generation-7/evolution-2/type1-poison/type2-water/isTall-False,0,generation-7/evolution-2/type1-poison/type2-water/isTall-False/is_legendary-0
R2074,generation-7/evolution-1/type1-ground/type2-nan/isTall-True,0,generation-7/evolution-1/type1-ground/type2-nan/isTall-True/is_legendary-0
R2075,generation-7/evolution-2/type1-ground/type2-nan/isTall-True,0,generation-7/evolution-2/type1-ground/type2-nan/isTall-True/is_legendary-0
R2076,generation-7/evolution-1/type1-water/type2-bug/isTall-False,0,generation-7/evolution-1/type1-water/type2-bug/isTall-False/is_legendary-0
R2077,generation-7/evolution-2/type1-water/type2-bug/isTall-True,0,generation-7/evolution-2/type1-water/type2-bug/isTall-True/is_legendary-0
R2078,generation-7/evolution-1/type1-grass/type2-nan/isTall-False,0,generation-7/evolution-1/type1-grass/type2-nan/isTall-False/is_legendary-0
R2079,generation-7/evolution-2/type1-grass/type2-nan/isTall-False,0,generation-7/evolution-2/type1-grass/type2-nan/isTall-False/is_legendary-0
R2080,generation-7/evolution-1/type1-grass/type2-fairy/isTall-False,0,generation-7/evolution-1/type1-grass/type2-fairy/isTall-False/is_legendary-0
R2081,generation-7/evolution-2/type1-grass/type2-fairy/isTall-True,0,generation-7/evolution-2/type1-grass/type2-fairy/isTall-True/is_legendary-0
R2082,generation-7/evolution-1/type1-poison/type2-fire/isTall-False,0,generation-7/evolution-1/type1-poison/type2-fire/isTall-False/is_legendary-0
R2083,generation-7/evolution-2/type1-poison/type2-fire/isTall-True,0,generation-7/evolution-2/type1-poison/type2-fire/isTall-True/is_legendary-0
R2084,generation-7/evolution-1/type1-normal/type2-fighting/isTall-False,0,generation-7/evolution-1/type1-normal/type2-fighting/isTall-False/is_legendary-0
R2085,generation-7/evolution-2/type1-normal/type2-fighting/isTall-True,0,generation-7/evolution-2/type1-normal/type2-fighting/isTall-True/is_legendary-0
R2086,generation-7/evolution-3/type1-grass/type2-nan/isTall-True,0,generation-7/evolution-3/type1-grass/type2-nan/isTall-True/is_legendary-0
R2087,generation-7/evolution-1/type1-fairy/type2-nan/isTall-False,0,generation-7/evolution-1/type1-fairy/type2-nan/isTall-False/is_legendary-0
R2088,generation-7/evolution-1/type1-normal/type2-psychic/isTall-True,0,generation-7/evolution-1/type1-normal/type2-psychic/isTall-True/is_legendary-0
R2089,generation-7/evolution-1/type1-fighting/type2-nan/isTall-True,0,generation-7/evolution-1/type1-fighting/type2-nan/isTall-True/is_legendary-0
R2090,generation-7/evolution-1/type1-bug/type2-water/isTall-False,0,generation-7/evolution-1/type1-bug/type2-water/isTall-False/is_legendary-0
R2091,generation-7/evolution-2/type1-bug/type2-water/isTall-True,0,generation-7/evolution-2/type1-bug/type2-water/isTall-True/is_legendary-0
R2092,generation-7/evolution-1/type1-ghost/type2-ground/isTall-False,0,generation-7/evolution-1/type1-ghost/type2-ground/isTall-False/is_legendary-0
R2093,generation-7/evolution-2/type1-ghost/type2-ground/isTall-True,0,generation-7/evolution-2/type1-ghost/type2-ground/isTall-True/is_legendary-0
R2094,generation-7/evolution-1/type1-normal/type2-nan/isTall-True,0,generation-7/evolution-1/type1-normal/type2-nan/isTall-True/is_legendary-0
R2095,generation-7/evolution-2/type1-normal/type2-nan/isTall-True,0,generation-7/evolution-2/type1-normal/type2-nan/isTall-True/is_legendary-0
R2096,generation-7/evolution-1/type1-rock/type2-flying/isTall-False,0,generation-7/evolution-1/type1-rock/type2-flying/isTall-False/is_legendary-0
R2097,generation-7/evolution-1/type1-fire/type2-dragon/isTall-True,0,generation-7/evolution-1/type1-fire/type2-dragon/isTall-True/is_legendary-0
R2098,generation-7/evolution-1/type1-electric/type2-steel/isTall-False,0,generation-7/evolution-1/type1-electric/type2-steel/isTall-False/is_legendary-0
R2099,generation-7/evolution-1/type1-ghost/type2-fairy/isTall-False,0,generation-7/evolution-1/type1-ghost/type2-fairy/isTall-False/is_legendary-0
R2100,generation-7/evolution-1/type1-water/type2-psychic/isTall-False,0,generation-7/evolution-1/type1-water/type2-psychic/isTall-False/is_legendary-0
R2101,generation-7/evolution-1/type1-normal/type2-dragon/isTall-True,0,generation-7/evolution-1/type1-normal/type2-dragon/isTall-True/is_legendary-0
R2102,generation-7/evolution-1/type1-ghost/type2-grass/isTall-True,0,generation-7/evolution-1/type1-ghost/type2-grass/isTall-True/is_legendary-0
R2103,generation-7/evolution-1/type1-dragon/type2-nan/isTall-False,0,generation-7/evolution-1/type1-dragon/type2-nan/isTall-False/is_legendary-0
R2104,generation-7/evolution-2/type1-dragon/type2-fighting/isTall-True,0,generation-7/evolution-2/type1-dragon/type2-fighting/isTall-True/is_legendary-0
R2105,generation-7/evolution-3/type1-dragon/type2-fighting/isTall-True,0,generation-7/evolution-3/type1-dragon/type2-fighting/isTall-True/is_legendary-0
R2106,generation-7/evolution-1/type1-electric/type2-fairy/isTall-True,1,generation-7/evolution-1/type1-electric/type2-fairy/isTall-True/is_legendary-1
R2107,generation-7/evolution-1/type1-psychic/type2-fairy/isTall-True,1,generation-7/evolution-1/type1-psychic/type2-fairy/isTall-True/is_legendary-1
R2108,generation-7/evolution-1/type1-grass/type2-fairy/isTall-True,1,generation-7/evolution-1/type1-grass/type2-fairy/isTall-True/is_legendary-1
R2109,generation-7/evolution-1/type1-water/type2-fairy/isTall-True,1,generation-7/evolution-1/type1-water/type2-fairy/isTall-True/is_legendary-1
R2110,generation-7/evolution-1/type1-psychic/type2-nan/isTall-False,1,generation-7/evolution-1/type1-psychic/type2-nan/isTall-False/is_legendary-1
R2111,generation-7/evolution-2/type1-psychic/type2-nan/isTall-False,1,generation-7/evolution-2/type1-psychic/type2-nan/isTall-False/is_legendary-1
R2112,generation-7/evolution-3/type1-psychic/type2-steel/isTall-True,1,generation-7/evolution-3/type1-psychic/type2-steel/isTall-True/is_legendary-1
R2113,generation-7/evolution-3/type1-psychic/type2-ghost/isTall-True,1,generation-7/evolution-3/type1-psychic/type2-ghost/isTall-True/is_legendary-1
R2114,generation-7/evolution-1/type1-rock/type2-poison/isTall-True,1,generation-7/evolution-1/type1-rock/type2-poison/isTall-True/is_legendary-1
R2115,generation-7/evolution-1/type1-bug/type2-fighting/isTall-True,1,generation-7/evolution-1/type1-bug/type2-fighting/isTall-True/is_legendary-1
R2116,generation-7/evolution-1/type1-electric/type2-nan/isTall-True,1,generation-7/evolution-1/type1-electric/type2-nan/isTall-True/is_legendary-1
R2117,generation-7/evolution-1/type1-steel/type2-flying/isTall-True,1,generation-7/evolution-1/type1-steel/type2-flying/isTall-True/is_legendary-1
R2118,generation-7/evolution-1/type1-grass/type2-steel/isTall-False,1,generation-7/evolution-1/type1-grass/type2-steel/isTall-False/is_legendary-1
R2119,generation-7/evolution-1/type1-dark/type2-dragon/isTall-True,1,generation-7/evolution-1/type1-dark/type2-dragon/isTall-True/is_legendary-1
R2120,generation-7/evolution-1/type1-psychic/type2-nan/isTall-True,1,generation-7/evolution-1/type1-psychic/type2-nan/isTall-True/is_legendary-1
R2121,generation-7/evolution-1/type1-steel/type2-fairy/isTall-True,1,generation-7/evolution-1/type1-steel/type2-fairy/isTall-True/is_legendary-1
